,title,price
2359,"IGNITION SWITCH ELECTRIC ONLY T1 - 71, BUS 71-74",31.58
2360,HEAVY SPRING SINGLE PLATE 72 & LATER,99.92
2361,Shipping $295,295.00
2362,"1/2"" Hose Barb ID to 1/4"" Male NPT Brass Fitting",3.75
2363,"1 3/4"" COPPER SLIP EXHAUST GASKET/4",17.15
2364,"1 1/2"" COPPER SLIP EXHAUST GASKET/4",17.15
2365,"1 5/8"" COPPER SLIP EXHAUST GASKET/4",17.15
2366,"Accelerator Pump Diaphragm 40/44 HPMX, 40/44 IDF",17.15
2367,"Hose Clamp 1 3/4"" - 2 3/4"", EZ Tighting Type (pr)",4.98
2368,2-Prong Brake Light Switch,7.15
2369,"H.D. REAR GEARBOX CRADLE, T-1&T-2",24.92
2370,"FRONT BRAKE ROT0R, 5/205, LATE",104.92
2371,"MERGED EXHAUST SEDAN 1-5/8"", CERAMIC",349.92
2372,"TURN SIGNAL LENS, T1 64-66, CLEAR",5.42
2373,"BLACK ALUMINUM FRESH AIR HOSE, 52MM X 1000MM",8.67
2374,6v Starter to 12v Trans Starter Bushing,4.92
2375,"Double Straps 14”, Pair",26.58
2376,"Dash Switch Threaded 10mm Nut, Escutcheon",2.78
2377,"KNOBBY BUSHINGS, 1-3/4""ID,PR",19.92
2378,Chrome Stock Style Oil Filler Cap,2.92
2379,CHROME ENGINE BREAST PLATE,10.42
2380,BLACK ENGINE BREAST PLATE,9.92
2381,"HEAT DEFLECTOR TIN, BLACK, PR",28.65
2382,"78MM 4340 CRANKSHAFT,VW JOURNAL",388.98
2383,Speedo & Other Instruments Bulb Holder,3.25
2384,"DROP SPINDLE, L/P, DRUM (PR)",134.07
2385,"PRO-VELOCITY STACK COVER, PR",24.92
2386,FUEL GAUGE VIBRATOR STABILIZER,26.73
2387,"Rear Tin, w/o Hose, w/o Heat Riser, Chrome",26.58
2388,"Rear Tin, w/o Hose, w/o Heat Riser, Black",23.25
2389,"Coupling Disc, Steering Shaft Type 1 50-78",7.75
2390,"MAIN BEARING SET, .50/.25",43.25
2391,Mini Top White,312.50
2392,"H.D. Baja Bumper, Rear, Shock Tower Mount",143.65
2393,"IGNITION SWITCH ELECTRIC ONLY T1 - 71, BUS 71-74",31.58
2394,HEAVY SPRING SINGLE PLATE 72 & LATER,99.92
2395,Shipping $295,295.00
2396,"1/2"" Hose Barb ID to 1/4"" Male NPT Brass Fitting",3.75
2397,"1 3/4"" COPPER SLIP EXHAUST GASKET/4",17.15
2398,"1 1/2"" COPPER SLIP EXHAUST GASKET/4",17.15
2399,"1 5/8"" COPPER SLIP EXHAUST GASKET/4",17.15
2400,"Accelerator Pump Diaphragm 40/44 HPMX, 40/44 IDF",17.15
2401,"Hose Clamp 1 3/4"" - 2 3/4"", EZ Tighting Type (pr)",4.98
2402,2-Prong Brake Light Switch,7.15
2403,"H.D. REAR GEARBOX CRADLE, T-1&T-2",24.92
2404,"FRONT BRAKE ROT0R, 5/205, LATE",104.92
2405,"MERGED EXHAUST SEDAN 1-5/8"", CERAMIC",349.92
2406,"TURN SIGNAL LENS, T1 64-66, CLEAR",5.42
2407,"BLACK ALUMINUM FRESH AIR HOSE, 52MM X 1000MM",8.67
2408,6v Starter to 12v Trans Starter Bushing,4.92
2409,"Double Straps 14”, Pair",26.58
2410,"Dash Switch Threaded 10mm Nut, Escutcheon",2.78
2411,"KNOBBY BUSHINGS, 1-3/4""ID,PR",19.92
2412,Chrome Stock Style Oil Filler Cap,2.92
2413,CHROME ENGINE BREAST PLATE,10.42
2414,BLACK ENGINE BREAST PLATE,9.92
2415,"HEAT DEFLECTOR TIN, BLACK, PR",28.65
2416,"78MM 4340 CRANKSHAFT,VW JOURNAL",388.98
2417,Speedo & Other Instruments Bulb Holder,3.25
2418,"DROP SPINDLE, L/P, DRUM (PR)",134.07
2419,"PRO-VELOCITY STACK COVER, PR",24.92
2420,FUEL GAUGE VIBRATOR STABILIZER,26.73
2421,"Rear Tin, w/o Hose, w/o Heat Riser, Chrome",26.58
2422,"Rear Tin, w/o Hose, w/o Heat Riser, Black",23.25
2423,"Coupling Disc, Steering Shaft Type 1 50-78",7.75
2424,"MAIN BEARING SET, .50/.25",43.25
2425,Mini Top White,312.50
2426,"H.D. Baja Bumper, Rear, Shock Tower Mount",143.65
2427,"IGNITION SWITCH ELECTRIC ONLY T1 - 71, BUS 71-74",31.58
2428,HEAVY SPRING SINGLE PLATE 72 & LATER,99.92
2429,Shipping $295,295.00
2430,"1/2"" Hose Barb ID to 1/4"" Male NPT Brass Fitting",3.75
2431,"1 3/4"" COPPER SLIP EXHAUST GASKET/4",17.15
2432,"1 1/2"" COPPER SLIP EXHAUST GASKET/4",17.15
2433,"1 5/8"" COPPER SLIP EXHAUST GASKET/4",17.15
2434,"Accelerator Pump Diaphragm 40/44 HPMX, 40/44 IDF",17.15
2435,"Hose Clamp 1 3/4"" - 2 3/4"", EZ Tighting Type (pr)",4.98
2436,2-Prong Brake Light Switch,7.15
2437,"H.D. REAR GEARBOX CRADLE, T-1&T-2",24.92
2438,"FRONT BRAKE ROT0R, 5/205, LATE",104.92
2439,"MERGED EXHAUST SEDAN 1-5/8"", CERAMIC",349.92
2440,"TURN SIGNAL LENS, T1 64-66, CLEAR",5.42
2441,"BLACK ALUMINUM FRESH AIR HOSE, 52MM X 1000MM",8.67
2442,6v Starter to 12v Trans Starter Bushing,4.92
2443,"Double Straps 14”, Pair",26.58
2444,"Dash Switch Threaded 10mm Nut, Escutcheon",2.78
2445,"KNOBBY BUSHINGS, 1-3/4""ID,PR",19.92
2446,Chrome Stock Style Oil Filler Cap,2.92
2447,CHROME ENGINE BREAST PLATE,10.42
2448,BLACK ENGINE BREAST PLATE,9.92
2449,"HEAT DEFLECTOR TIN, BLACK, PR",28.65
2450,"78MM 4340 CRANKSHAFT,VW JOURNAL",388.98
2451,Speedo & Other Instruments Bulb Holder,3.25
2452,"DROP SPINDLE, L/P, DRUM (PR)",134.07
2453,"PRO-VELOCITY STACK COVER, PR",24.92
2454,FUEL GAUGE VIBRATOR STABILIZER,26.73
2455,"Rear Tin, w/o Hose, w/o Heat Riser, Chrome",26.58
2456,"Rear Tin, w/o Hose, w/o Heat Riser, Black",23.25
2457,"Coupling Disc, Steering Shaft Type 1 50-78",7.75
2458,"MAIN BEARING SET, .50/.25",43.25
2459,Mini Top White,312.50
2460,"H.D. Baja Bumper, Rear, Shock Tower Mount",143.65
2461,"IGNITION SWITCH ELECTRIC ONLY T1 - 71, BUS 71-74",31.58
2462,HEAVY SPRING SINGLE PLATE 72 & LATER,99.92
2463,Shipping $295,295.00
2464,"1/2"" Hose Barb ID to 1/4"" Male NPT Brass Fitting",3.75
2465,"1 3/4"" COPPER SLIP EXHAUST GASKET/4",17.15
2466,"1 1/2"" COPPER SLIP EXHAUST GASKET/4",17.15
2467,"1 5/8"" COPPER SLIP EXHAUST GASKET/4",17.15
2468,"Accelerator Pump Diaphragm 40/44 HPMX, 40/44 IDF",17.15
2469,"Hose Clamp 1 3/4"" - 2 3/4"", EZ Tighting Type (pr)",4.98
2470,2-Prong Brake Light Switch,7.15
2471,"H.D. REAR GEARBOX CRADLE, T-1&T-2",24.92
2472,"FRONT BRAKE ROT0R, 5/205, LATE",104.92
2473,"MERGED EXHAUST SEDAN 1-5/8"", CERAMIC",349.92
2474,"TURN SIGNAL LENS, T1 64-66, CLEAR",5.42
2475,"BLACK ALUMINUM FRESH AIR HOSE, 52MM X 1000MM",8.67
2476,6v Starter to 12v Trans Starter Bushing,4.92
2477,"Double Straps 14”, Pair",26.58
2478,"Dash Switch Threaded 10mm Nut, Escutcheon",2.78
2479,"KNOBBY BUSHINGS, 1-3/4""ID,PR",19.92
2480,Chrome Stock Style Oil Filler Cap,2.92
2481,CHROME ENGINE BREAST PLATE,10.42
2482,BLACK ENGINE BREAST PLATE,9.92
2483,"HEAT DEFLECTOR TIN, BLACK, PR",28.65
2484,"78MM 4340 CRANKSHAFT,VW JOURNAL",388.98
2485,Speedo & Other Instruments Bulb Holder,3.25
2486,"DROP SPINDLE, L/P, DRUM (PR)",134.07
2487,"PRO-VELOCITY STACK COVER, PR",24.92
2488,FUEL GAUGE VIBRATOR STABILIZER,26.73
2489,"Rear Tin, w/o Hose, w/o Heat Riser, Chrome",26.58
2490,"Rear Tin, w/o Hose, w/o Heat Riser, Black",23.25
2491,"Coupling Disc, Steering Shaft Type 1 50-78",7.75
2492,"MAIN BEARING SET, .50/.25",43.25
2493,Mini Top White,312.50
2494,"H.D. Baja Bumper, Rear, Shock Tower Mount",143.65
2495,"IGNITION SWITCH ELECTRIC ONLY T1 - 71, BUS 71-74",31.58
2496,HEAVY SPRING SINGLE PLATE 72 & LATER,99.92
2497,Shipping $295,295.00
2498,"1/2"" Hose Barb ID to 1/4"" Male NPT Brass Fitting",3.75
2499,"1 3/4"" COPPER SLIP EXHAUST GASKET/4",17.15
2500,"1 1/2"" COPPER SLIP EXHAUST GASKET/4",17.15
2501,"1 5/8"" COPPER SLIP EXHAUST GASKET/4",17.15
2502,"Accelerator Pump Diaphragm 40/44 HPMX, 40/44 IDF",17.15
2503,"Hose Clamp 1 3/4"" - 2 3/4"", EZ Tighting Type (pr)",4.98
2504,2-Prong Brake Light Switch,7.15
2505,"H.D. REAR GEARBOX CRADLE, T-1&T-2",24.92
2506,"FRONT BRAKE ROT0R, 5/205, LATE",104.92
2507,"MERGED EXHAUST SEDAN 1-5/8"", CERAMIC",349.92
2508,"TURN SIGNAL LENS, T1 64-66, CLEAR",5.42
2509,"BLACK ALUMINUM FRESH AIR HOSE, 52MM X 1000MM",8.67
2510,6v Starter to 12v Trans Starter Bushing,4.92
2511,"Double Straps 14”, Pair",26.58
2512,"Dash Switch Threaded 10mm Nut, Escutcheon",2.78
2513,"KNOBBY BUSHINGS, 1-3/4""ID,PR",19.92
2514,Chrome Stock Style Oil Filler Cap,2.92
2515,CHROME ENGINE BREAST PLATE,10.42
2516,BLACK ENGINE BREAST PLATE,9.92
2517,"HEAT DEFLECTOR TIN, BLACK, PR",28.65
2518,"78MM 4340 CRANKSHAFT,VW JOURNAL",388.98
2519,Speedo & Other Instruments Bulb Holder,3.25
2520,"DROP SPINDLE, L/P, DRUM (PR)",134.07
2521,"PRO-VELOCITY STACK COVER, PR",24.92
2522,FUEL GAUGE VIBRATOR STABILIZER,26.73
2523,"Rear Tin, w/o Hose, w/o Heat Riser, Chrome",26.58
2524,"Rear Tin, w/o Hose, w/o Heat Riser, Black",23.25
2525,"Coupling Disc, Steering Shaft Type 1 50-78",7.75
2526,"MAIN BEARING SET, .50/.25",43.25
2527,Mini Top White,312.50
2528,"H.D. Baja Bumper, Rear, Shock Tower Mount",143.65
2529,"IGNITION SWITCH ELECTRIC ONLY T1 - 71, BUS 71-74",31.58
2530,HEAVY SPRING SINGLE PLATE 72 & LATER,99.92
2531,Shipping $295,295.00
2532,"1/2"" Hose Barb ID to 1/4"" Male NPT Brass Fitting",3.75
2533,"1 3/4"" COPPER SLIP EXHAUST GASKET/4",17.15
2534,"1 1/2"" COPPER SLIP EXHAUST GASKET/4",17.15
2535,"1 5/8"" COPPER SLIP EXHAUST GASKET/4",17.15
2536,"Accelerator Pump Diaphragm 40/44 HPMX, 40/44 IDF",17.15
2537,"Hose Clamp 1 3/4"" - 2 3/4"", EZ Tighting Type (pr)",4.98
2538,2-Prong Brake Light Switch,7.15
2539,"H.D. REAR GEARBOX CRADLE, T-1&T-2",24.92
2540,"FRONT BRAKE ROT0R, 5/205, LATE",104.92
2541,"MERGED EXHAUST SEDAN 1-5/8"", CERAMIC",349.92
2542,"TURN SIGNAL LENS, T1 64-66, CLEAR",5.42
2543,"BLACK ALUMINUM FRESH AIR HOSE, 52MM X 1000MM",8.67
2544,6v Starter to 12v Trans Starter Bushing,4.92
2545,"Double Straps 14”, Pair",26.58
2546,"Dash Switch Threaded 10mm Nut, Escutcheon",2.78
2547,"KNOBBY BUSHINGS, 1-3/4""ID,PR",19.92
2548,Chrome Stock Style Oil Filler Cap,2.92
2549,CHROME ENGINE BREAST PLATE,10.42
2550,BLACK ENGINE BREAST PLATE,9.92
2551,"HEAT DEFLECTOR TIN, BLACK, PR",28.65
2552,"78MM 4340 CRANKSHAFT,VW JOURNAL",388.98
2553,Speedo & Other Instruments Bulb Holder,3.25
2554,"DROP SPINDLE, L/P, DRUM (PR)",134.07
2555,"PRO-VELOCITY STACK COVER, PR",24.92
2556,FUEL GAUGE VIBRATOR STABILIZER,26.73
2557,"Rear Tin, w/o Hose, w/o Heat Riser, Chrome",26.58
2558,"Rear Tin, w/o Hose, w/o Heat Riser, Black",23.25
2559,"Coupling Disc, Steering Shaft Type 1 50-78",7.75
2560,"MAIN BEARING SET, .50/.25",43.25
2561,Mini Top White,312.50
2562,"H.D. Baja Bumper, Rear, Shock Tower Mount",143.65
2563,"IGNITION SWITCH ELECTRIC ONLY T1 - 71, BUS 71-74",31.58
2564,HEAVY SPRING SINGLE PLATE 72 & LATER,99.92
2565,Shipping $295,295.00
2566,"1/2"" Hose Barb ID to 1/4"" Male NPT Brass Fitting",3.75
2567,"1 3/4"" COPPER SLIP EXHAUST GASKET/4",17.15
2568,"1 1/2"" COPPER SLIP EXHAUST GASKET/4",17.15
2569,"1 5/8"" COPPER SLIP EXHAUST GASKET/4",17.15
2570,"Accelerator Pump Diaphragm 40/44 HPMX, 40/44 IDF",17.15
2571,"Hose Clamp 1 3/4"" - 2 3/4"", EZ Tighting Type (pr)",4.98
2572,2-Prong Brake Light Switch,7.15
2573,"H.D. REAR GEARBOX CRADLE, T-1&T-2",24.92
2574,"FRONT BRAKE ROT0R, 5/205, LATE",104.92
2575,"MERGED EXHAUST SEDAN 1-5/8"", CERAMIC",349.92
2576,"TURN SIGNAL LENS, T1 64-66, CLEAR",5.42
2577,"BLACK ALUMINUM FRESH AIR HOSE, 52MM X 1000MM",8.67
2578,6v Starter to 12v Trans Starter Bushing,4.92
2579,"Double Straps 14”, Pair",26.58
2580,"Dash Switch Threaded 10mm Nut, Escutcheon",2.78
2581,"KNOBBY BUSHINGS, 1-3/4""ID,PR",19.92
2582,Chrome Stock Style Oil Filler Cap,2.92
2583,CHROME ENGINE BREAST PLATE,10.42
2584,BLACK ENGINE BREAST PLATE,9.92
2585,"HEAT DEFLECTOR TIN, BLACK, PR",28.65
2586,"78MM 4340 CRANKSHAFT,VW JOURNAL",388.98
2587,Speedo & Other Instruments Bulb Holder,3.25
2588,"DROP SPINDLE, L/P, DRUM (PR)",134.07
2589,"PRO-VELOCITY STACK COVER, PR",24.92
2590,FUEL GAUGE VIBRATOR STABILIZER,26.73
2591,"Rear Tin, w/o Hose, w/o Heat Riser, Chrome",26.58
2592,"Rear Tin, w/o Hose, w/o Heat Riser, Black",23.25
2593,"Coupling Disc, Steering Shaft Type 1 50-78",7.75
2594,"MAIN BEARING SET, .50/.25",43.25
2595,Mini Top White,312.50
2596,"H.D. Baja Bumper, Rear, Shock Tower Mount",143.65
2597,"IGNITION SWITCH ELECTRIC ONLY T1 - 71, BUS 71-74",31.58
2598,HEAVY SPRING SINGLE PLATE 72 & LATER,99.92
2599,Shipping $295,295.00
2600,"1/2"" Hose Barb ID to 1/4"" Male NPT Brass Fitting",3.75
2601,"1 3/4"" COPPER SLIP EXHAUST GASKET/4",17.15
2602,"1 1/2"" COPPER SLIP EXHAUST GASKET/4",17.15
2603,"1 5/8"" COPPER SLIP EXHAUST GASKET/4",17.15
2604,"Accelerator Pump Diaphragm 40/44 HPMX, 40/44 IDF",17.15
2605,"Hose Clamp 1 3/4"" - 2 3/4"", EZ Tighting Type (pr)",4.98
2606,2-Prong Brake Light Switch,7.15
2607,"H.D. REAR GEARBOX CRADLE, T-1&T-2",24.92
2608,"FRONT BRAKE ROT0R, 5/205, LATE",104.92
2609,"MERGED EXHAUST SEDAN 1-5/8"", CERAMIC",349.92
2610,"TURN SIGNAL LENS, T1 64-66, CLEAR",5.42
2611,"BLACK ALUMINUM FRESH AIR HOSE, 52MM X 1000MM",8.67
2612,6v Starter to 12v Trans Starter Bushing,4.92
2613,"Double Straps 14”, Pair",26.58
2614,"Dash Switch Threaded 10mm Nut, Escutcheon",2.78
2615,"KNOBBY BUSHINGS, 1-3/4""ID,PR",19.92
2616,Chrome Stock Style Oil Filler Cap,2.92
2617,CHROME ENGINE BREAST PLATE,10.42
2618,BLACK ENGINE BREAST PLATE,9.92
2619,"HEAT DEFLECTOR TIN, BLACK, PR",28.65
2620,"78MM 4340 CRANKSHAFT,VW JOURNAL",388.98
2621,Speedo & Other Instruments Bulb Holder,3.25
2622,"DROP SPINDLE, L/P, DRUM (PR)",134.07
2623,"PRO-VELOCITY STACK COVER, PR",24.92
2624,FUEL GAUGE VIBRATOR STABILIZER,26.73
2625,"Rear Tin, w/o Hose, w/o Heat Riser, Chrome",26.58
2626,"Rear Tin, w/o Hose, w/o Heat Riser, Black",23.25
2627,"Coupling Disc, Steering Shaft Type 1 50-78",7.75
2628,"MAIN BEARING SET, .50/.25",43.25
2629,Mini Top White,312.50
2630,"H.D. Baja Bumper, Rear, Shock Tower Mount",143.65
2631,"IGNITION SWITCH ELECTRIC ONLY T1 - 71, BUS 71-74",31.58
2632,HEAVY SPRING SINGLE PLATE 72 & LATER,99.92
2633,Shipping $295,295.00
2634,"1/2"" Hose Barb ID to 1/4"" Male NPT Brass Fitting",3.75
2635,"1 3/4"" COPPER SLIP EXHAUST GASKET/4",17.15
2636,"1 1/2"" COPPER SLIP EXHAUST GASKET/4",17.15
2637,"1 5/8"" COPPER SLIP EXHAUST GASKET/4",17.15
2638,"Accelerator Pump Diaphragm 40/44 HPMX, 40/44 IDF",17.15
2639,"Hose Clamp 1 3/4"" - 2 3/4"", EZ Tighting Type (pr)",4.98
2640,2-Prong Brake Light Switch,7.15
2641,"H.D. REAR GEARBOX CRADLE, T-1&T-2",24.92
2642,"FRONT BRAKE ROT0R, 5/205, LATE",104.92
2643,"MERGED EXHAUST SEDAN 1-5/8"", CERAMIC",349.92
2644,"TURN SIGNAL LENS, T1 64-66, CLEAR",5.42
2645,"BLACK ALUMINUM FRESH AIR HOSE, 52MM X 1000MM",8.67
2646,6v Starter to 12v Trans Starter Bushing,4.92
2647,"Double Straps 14”, Pair",26.58
2648,"Dash Switch Threaded 10mm Nut, Escutcheon",2.78
2649,"KNOBBY BUSHINGS, 1-3/4""ID,PR",19.92
2650,Chrome Stock Style Oil Filler Cap,2.92
2651,CHROME ENGINE BREAST PLATE,10.42
2652,BLACK ENGINE BREAST PLATE,9.92
2653,"HEAT DEFLECTOR TIN, BLACK, PR",28.65
2654,"78MM 4340 CRANKSHAFT,VW JOURNAL",388.98
2655,Speedo & Other Instruments Bulb Holder,3.25
2656,"DROP SPINDLE, L/P, DRUM (PR)",134.07
2657,"PRO-VELOCITY STACK COVER, PR",24.92
2658,FUEL GAUGE VIBRATOR STABILIZER,26.73
2659,"Rear Tin, w/o Hose, w/o Heat Riser, Chrome",26.58
2660,"Rear Tin, w/o Hose, w/o Heat Riser, Black",23.25
2661,"Coupling Disc, Steering Shaft Type 1 50-78",7.75
2662,"MAIN BEARING SET, .50/.25",43.25
2663,Mini Top White,312.50
2664,"H.D. Baja Bumper, Rear, Shock Tower Mount",143.65
2665,"IGNITION SWITCH ELECTRIC ONLY T1 - 71, BUS 71-74",31.58
2666,HEAVY SPRING SINGLE PLATE 72 & LATER,99.92
2667,Shipping $295,295.00
2668,"1/2"" Hose Barb ID to 1/4"" Male NPT Brass Fitting",3.75
2669,"1 3/4"" COPPER SLIP EXHAUST GASKET/4",17.15
2670,"1 1/2"" COPPER SLIP EXHAUST GASKET/4",17.15
2671,"1 5/8"" COPPER SLIP EXHAUST GASKET/4",17.15
2672,"Accelerator Pump Diaphragm 40/44 HPMX, 40/44 IDF",17.15
2673,"Hose Clamp 1 3/4"" - 2 3/4"", EZ Tighting Type (pr)",4.98
2674,2-Prong Brake Light Switch,7.15
2675,"H.D. REAR GEARBOX CRADLE, T-1&T-2",24.92
2676,"FRONT BRAKE ROT0R, 5/205, LATE",104.92
2677,"MERGED EXHAUST SEDAN 1-5/8"", CERAMIC",349.92
2678,"TURN SIGNAL LENS, T1 64-66, CLEAR",5.42
2679,"BLACK ALUMINUM FRESH AIR HOSE, 52MM X 1000MM",8.67
2680,6v Starter to 12v Trans Starter Bushing,4.92
2681,"Double Straps 14”, Pair",26.58
2682,"Dash Switch Threaded 10mm Nut, Escutcheon",2.78
2683,"KNOBBY BUSHINGS, 1-3/4""ID,PR",19.92
2684,Chrome Stock Style Oil Filler Cap,2.92
2685,CHROME ENGINE BREAST PLATE,10.42
2686,BLACK ENGINE BREAST PLATE,9.92
2687,"HEAT DEFLECTOR TIN, BLACK, PR",28.65
2688,"78MM 4340 CRANKSHAFT,VW JOURNAL",388.98
2689,Speedo & Other Instruments Bulb Holder,3.25
2690,"DROP SPINDLE, L/P, DRUM (PR)",134.07
2691,"PRO-VELOCITY STACK COVER, PR",24.92
2692,FUEL GAUGE VIBRATOR STABILIZER,26.73
2693,"Rear Tin, w/o Hose, w/o Heat Riser, Chrome",26.58
2694,"Rear Tin, w/o Hose, w/o Heat Riser, Black",23.25
2695,"Coupling Disc, Steering Shaft Type 1 50-78",7.75
2696,"MAIN BEARING SET, .50/.25",43.25
2697,Mini Top White,312.50
2698,"H.D. Baja Bumper, Rear, Shock Tower Mount",143.65
2699,"IGNITION SWITCH ELECTRIC ONLY T1 - 71, BUS 71-74",31.58
2700,HEAVY SPRING SINGLE PLATE 72 & LATER,99.92
2701,Shipping $295,295.00
2702,"1/2"" Hose Barb ID to 1/4"" Male NPT Brass Fitting",3.75
2703,"1 3/4"" COPPER SLIP EXHAUST GASKET/4",17.15
2704,"1 1/2"" COPPER SLIP EXHAUST GASKET/4",17.15
2705,"1 5/8"" COPPER SLIP EXHAUST GASKET/4",17.15
2706,"Accelerator Pump Diaphragm 40/44 HPMX, 40/44 IDF",17.15
2707,"Hose Clamp 1 3/4"" - 2 3/4"", EZ Tighting Type (pr)",4.98
2708,2-Prong Brake Light Switch,7.15
2709,"H.D. REAR GEARBOX CRADLE, T-1&T-2",24.92
2710,"FRONT BRAKE ROT0R, 5/205, LATE",104.92
2711,"MERGED EXHAUST SEDAN 1-5/8"", CERAMIC",349.92
2712,"TURN SIGNAL LENS, T1 64-66, CLEAR",5.42
2713,"BLACK ALUMINUM FRESH AIR HOSE, 52MM X 1000MM",8.67
2714,6v Starter to 12v Trans Starter Bushing,4.92
2715,"Double Straps 14”, Pair",26.58
2716,"Dash Switch Threaded 10mm Nut, Escutcheon",2.78
2717,"KNOBBY BUSHINGS, 1-3/4""ID,PR",19.92
2718,Chrome Stock Style Oil Filler Cap,2.92
2719,CHROME ENGINE BREAST PLATE,10.42
2720,BLACK ENGINE BREAST PLATE,9.92
2721,"HEAT DEFLECTOR TIN, BLACK, PR",28.65
2722,"78MM 4340 CRANKSHAFT,VW JOURNAL",388.98
2723,Speedo & Other Instruments Bulb Holder,3.25
2724,"DROP SPINDLE, L/P, DRUM (PR)",134.07
2725,"PRO-VELOCITY STACK COVER, PR",24.92
2726,FUEL GAUGE VIBRATOR STABILIZER,26.73
2727,"Rear Tin, w/o Hose, w/o Heat Riser, Chrome",26.58
2728,"Rear Tin, w/o Hose, w/o Heat Riser, Black",23.25
2729,"Coupling Disc, Steering Shaft Type 1 50-78",7.75
2730,"MAIN BEARING SET, .50/.25",43.25
2731,Mini Top White,312.50
2732,"H.D. Baja Bumper, Rear, Shock Tower Mount",143.65
2733,"IGNITION SWITCH ELECTRIC ONLY T1 - 71, BUS 71-74",31.58
2734,HEAVY SPRING SINGLE PLATE 72 & LATER,99.92
2735,Shipping $295,295.00
2736,"1/2"" Hose Barb ID to 1/4"" Male NPT Brass Fitting",3.75
2737,"1 3/4"" COPPER SLIP EXHAUST GASKET/4",17.15
2738,"1 1/2"" COPPER SLIP EXHAUST GASKET/4",17.15
2739,"1 5/8"" COPPER SLIP EXHAUST GASKET/4",17.15
2740,"Accelerator Pump Diaphragm 40/44 HPMX, 40/44 IDF",17.15
2741,"Hose Clamp 1 3/4"" - 2 3/4"", EZ Tighting Type (pr)",4.98
2742,2-Prong Brake Light Switch,7.15
2743,"H.D. REAR GEARBOX CRADLE, T-1&T-2",24.92
2744,"FRONT BRAKE ROT0R, 5/205, LATE",104.92
2745,"MERGED EXHAUST SEDAN 1-5/8"", CERAMIC",349.92
2746,"TURN SIGNAL LENS, T1 64-66, CLEAR",5.42
2747,"BLACK ALUMINUM FRESH AIR HOSE, 52MM X 1000MM",8.67
2748,6v Starter to 12v Trans Starter Bushing,4.92
2749,"Double Straps 14”, Pair",26.58
2750,"Dash Switch Threaded 10mm Nut, Escutcheon",2.78
2751,"KNOBBY BUSHINGS, 1-3/4""ID,PR",19.92
2752,Chrome Stock Style Oil Filler Cap,2.92
2753,CHROME ENGINE BREAST PLATE,10.42
2754,BLACK ENGINE BREAST PLATE,9.92
2755,"HEAT DEFLECTOR TIN, BLACK, PR",28.65
2756,"78MM 4340 CRANKSHAFT,VW JOURNAL",388.98
2757,Speedo & Other Instruments Bulb Holder,3.25
2758,"DROP SPINDLE, L/P, DRUM (PR)",134.07
2759,"PRO-VELOCITY STACK COVER, PR",24.92
2760,FUEL GAUGE VIBRATOR STABILIZER,26.73
2761,"Rear Tin, w/o Hose, w/o Heat Riser, Chrome",26.58
2762,"Rear Tin, w/o Hose, w/o Heat Riser, Black",23.25
2763,"Coupling Disc, Steering Shaft Type 1 50-78",7.75
2764,"MAIN BEARING SET, .50/.25",43.25
2765,Mini Top White,312.50
2766,"H.D. Baja Bumper, Rear, Shock Tower Mount",143.65
2767,"IGNITION SWITCH ELECTRIC ONLY T1 - 71, BUS 71-74",31.58
2768,HEAVY SPRING SINGLE PLATE 72 & LATER,99.92
2769,Shipping $295,295.00
2770,"1/2"" Hose Barb ID to 1/4"" Male NPT Brass Fitting",3.75
2771,"1 3/4"" COPPER SLIP EXHAUST GASKET/4",17.15
2772,"1 1/2"" COPPER SLIP EXHAUST GASKET/4",17.15
2773,"1 5/8"" COPPER SLIP EXHAUST GASKET/4",17.15
2774,"Accelerator Pump Diaphragm 40/44 HPMX, 40/44 IDF",17.15
2775,"Hose Clamp 1 3/4"" - 2 3/4"", EZ Tighting Type (pr)",4.98
2776,2-Prong Brake Light Switch,7.15
2777,"H.D. REAR GEARBOX CRADLE, T-1&T-2",24.92
2778,"FRONT BRAKE ROT0R, 5/205, LATE",104.92
2779,"MERGED EXHAUST SEDAN 1-5/8"", CERAMIC",349.92
2780,"TURN SIGNAL LENS, T1 64-66, CLEAR",5.42
2781,"BLACK ALUMINUM FRESH AIR HOSE, 52MM X 1000MM",8.67
2782,6v Starter to 12v Trans Starter Bushing,4.92
2783,"Double Straps 14”, Pair",26.58
2784,"Dash Switch Threaded 10mm Nut, Escutcheon",2.78
2785,"KNOBBY BUSHINGS, 1-3/4""ID,PR",19.92
2786,Chrome Stock Style Oil Filler Cap,2.92
2787,CHROME ENGINE BREAST PLATE,10.42
2788,BLACK ENGINE BREAST PLATE,9.92
2789,"HEAT DEFLECTOR TIN, BLACK, PR",28.65
2790,"78MM 4340 CRANKSHAFT,VW JOURNAL",388.98
2791,Speedo & Other Instruments Bulb Holder,3.25
2792,"DROP SPINDLE, L/P, DRUM (PR)",134.07
2793,"PRO-VELOCITY STACK COVER, PR",24.92
2794,FUEL GAUGE VIBRATOR STABILIZER,26.73
2795,"Rear Tin, w/o Hose, w/o Heat Riser, Chrome",26.58
2796,"Rear Tin, w/o Hose, w/o Heat Riser, Black",23.25
2797,"Coupling Disc, Steering Shaft Type 1 50-78",7.75
2798,"MAIN BEARING SET, .50/.25",43.25
2799,Mini Top White,312.50
